"ID","FD_ID","CENSORED","TITLE_JP","TITLE_ROMA","TITLE_FD","PUBLISHER","AUTHOR","AUTHOR_ROMA","DATE","DATE_FD","DL_LINK_JP","LINK_FD","LINK_DL","EH","UPLOADER","SOURCE","COMMENTS"
131,FDA-024,NO,アオラブ,Aolove,青葉之戀,茜新社,大空若葉,Oozora Wakaba,2020-03-28,2020-06-11,https://www.dlsite.com/books/work/=/product_id/BJ235098.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=369,https://www.dlsite.com/books/work/=/product_id/BJ287343.html,https://exhentai.org/g/1712049/3a34ac5914/,"18comic",未知,数字版疑似DL
132,FDA-025,NO,望月血液研究所の娘,Mochizuki Ketsueki Kenkyuujo no Musume,望月血液研究所之女,茜新社,あやね,Ayane,2020-04-28,2020-07-09,https://www.dlsite.com/books/work/=/product_id/BJ239961.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=378,https://www.dlsite.com/books/work/=/product_id/BJ287344.html,https://exhentai.org/g/1640668/1f7519d9f0/,x392,未知,数字版疑似杂志单话缝合
133,FDA-026,NO,快感遊戯録,Acme Game Catalog,快感遊戲錄,茜新社,灯ひでかず,Tomoshibi Hidekazu,2020-07-12,2020-08-11,https://www.dlsite.com/books/work/=/product_id/BJ245644.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=380,https://www.dlsite.com/books/work/=/product_id/BJ287345.html,https://exhentai.org/g/1707391/e2fc0ce010/,"18comic",未知,数字版疑似未來數位扫本
134,FDA-027,NO,Bitter Sweet Teens,Bitter Sweet Teens,Bitter Sweet Teens -酸甜苦辣思春期-,茜新社,犬上いの字,Inukami Inoji,2020-07-12,2020-08-27,https://www.dlsite.com/books/work/=/product_id/BJ245640.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=384,https://www.dlsite.com/books/work/=/product_id/BJ287346.html,https://exhentai.org/g/1717299/0ddc145f1a/,"18comic",未知,数字版疑似未來數位扫本
135,FDA-028,NO,JK・REFLE,JK-REFLE,JK．REFLE -少女的療癒-,茜新社,大嘘,Oouso,2020-08-01,2020-10-03,https://www.dlsite.com/books/work/=/product_id/BJ250127.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=406,https://www.dlsite.com/books/work/=/product_id/BJ287347.html,https://exhentai.org/g/1845983/0b74a7b951/,,,
136,FDA-029,NO,キミの羞恥が可愛くて ～男の娘達のコンビネゾン～,Kimi no Shuuchi ga Kawaikute ~Otokonoko-tachi no Combination~,男孩紙的嬌羞是如此可愛,茜新社,七松建司,Nanamatsu Kenji,2020-08-01,2020-10-31,https://www.dlsite.com/books/work/=/product_id/BJ250899.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=411,https://www.dlsite.com/books/work/=/product_id/BJ287348.html,https://exhentai.org/g/1797838/4814934b06/,"18comic",未知,数字版疑似未來數位扫本
137,FDA-030,NO,永世流転,Eiseiruten,永世流轉,茜新社,黒青郎君,Kokusei Roukun,2020-11-01,2020-10-31,https://www.dlsite.com/books/work/=/product_id/BJ263383.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=413,https://www.dlsite.com/books/work/=/product_id/BJ287349.html,https://exhentai.org/g/1866032/04a492171d/,煉銅術士,未來數位DL,
138,FDA-031,NO,ふれてほしくて たまらない,Furete Hoshikute Tamaranai,想得到你的愛撫 已迫不及待,茜新社,消火器,Syoukaki,2020-09-01,2020-11-30,https://www.dlsite.com/books/work/=/product_id/BJ255314.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=415,https://www.dlsite.com/books/work/=/product_id/BJ287350.html,,,,
139,IAH-057,YES,みだら ふしだら よもすがら,Midara Fushidara Yomosugara,好色女 通宵發情 淫靡的夜晚,GOT,みかわや,Mikawaya,2020-11-30,2021-01-18,https://www.dlsite.com/books/work/=/product_id/BJ266644.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=425,https://www.dlsite.com/books/work/=/product_id/BJ287501.html,,,,电子版有水印/画质问题
140,FDA-032,NO,遠い君に、僕は届かない,"Tooi Kimi ni, Boku wa Todokanai - I can't reach you, far away.",君至彼方、已非吾能企及,茜新社,二峰跨人,Futamine Kobito,2020-11-01,2021-01-18,https://www.dlsite.com/books/work/=/product_id/BJ263384.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=423,https://www.dlsite.com/books/work/=/product_id/BJ287502.html,https://exhentai.org/g/1923600/231152f4b3/,alfredmeow,未來數位DL,
141,FDA-033,NO,イジワルコネクト,Ijiwaru Connect,壞心眼的肉體接觸,茜新社,葵井ちづる,Aoi Tiduru,2020-11-01,2021-02-03,https://www.dlsite.com/books/work/=/product_id/BJ263386.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=426,https://www.dlsite.com/books/work/=/product_id/BJ287503.html,,,,
142,FDH-056,NO,エチエチJK包囲網,Kirakira Joshi ga Enkou Uraaka JK ni Ochiru made,好色發情JK包圍網,ヒット出版社,環々唯,Kurata Muto,2021-02-16,2021-02-03,https://www.dlsite.com/books/work/=/product_id/BJ270985.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=449,https://www.dlsite.com/books/work/=/product_id/BJ287506.html,,,,
143,WAN-003,NO,性女淫説,Seijo Insetsu,性女淫說,ワニマガジン社,けんじ,Kenji,2020-08-28,2020-10-03,https://www.dlsite.com/books/work/=/product_id/BJ255829.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=407,https://www.dlsite.com/books/work/=/product_id/BJ287509.html,,,,
144,FDA-034,NO,おもいろは,Omoiroha,性春進行式,茜新社,かせい,Kasei,2020-12-15,2021-02-26,https://www.dlsite.com/books/work/=/product_id/BJ272970.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=453,https://www.dlsite.com/books/work/=/product_id/BJ291883.html,,,,
145,FDA-035,NO,長寿戯画,Chojyu Giga,長壽戲畫,茜新社,びんせん,Binsen,2021-01-01,2021-03-18,https://www.dlsite.com/books/work/=/product_id/BJ274153.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=457,https://www.dlsite.com/books/work/=/product_id/BJ291884.html,https://exhentai.org/g/1922920/aa4806265d/,煉銅術士,未來數位DL,
146,IAH-059,YES,悦楽の巫女,Etsuraku no Miko,悅樂的巫女,GOT,桃之助,Momonosuke,2020-09-30,2021-02-26,https://www.dlsite.com/books/work/=/product_id/BJ257680.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=452,https://www.dlsite.com/books/work/=/product_id/BJ291885.html,https://exhentai.org/g/1922912/7ee4a3702f/,煉銅術士,未來數位DL,
147,IAH-060,YES,初恋時間。,Hatsukoi Jikan,初戀時間。,GOT,さいもん,Simon,2021-01-30,2021-03-18,https://www.dlsite.com/books/work/=/product_id/BJ277224.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=454,https://www.dlsite.com/books/work/=/product_id/BJ291886.html,https://exhentai.org/g/1971921/71e820b69a/,tako_233,未來數位BW,截图
148,IAH-062,YES,不貞 with …,Futei with...,不貞 with… 特裝版,GOT,越山弱衰,Etuzan Jakusui,2021-03-25,2021-04-30,https://www.dlsite.com/books/work/=/product_id/BJ286424.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=458,https://www.dlsite.com/books/work/=/product_id/BJ302972.html,https://exhentai.org/g/1967311/cc560eafb0/,nobodykkk,未來數位扫本,""
149,FDA-036,NO,愛しき我が家,Itoshiki Wagaya - My Beloved Home,我最心愛的家,茜新社,源五郎,Gengorou,2021-01-01,2021-04-30,https://www.dlsite.com/books/work/=/product_id/BJ274152.html,https://future-digi.com/index.php?route=product/product&product_id=459,https://www.dlsite.com/books/work/=/product_id/BJ302973.html,https://exhentai.org/g/1924460/98179eab07/,tako_233,未來數位BW,截图
150,IAH-063,YES,がーるずらっしゅ,Girls Rush,思春女子乳湧如潮,GOT,水平線,Suihei Sen,2021-02-28,2021-05-28,https://www.dlsite.com/books/work/=/product_id/BJ281329.html,https://future-digi.com/index.php?route=product/product&product_id=470,https://www.dlsite.com/books/work/=/product_id/BJ306583.html,https://exhentai.org/g/1853588/4d8c0cee6e/,篆儀通文書坊,日版扫本汉化,""
151,FDA-037,NO,プロトタイプロリータ,Prototype Lolita,試作型好色少女,茜新社,"40010試作型",Shimanto Shisakugata,2021-03-01,2021-05-28,https://www.dlsite.com/books/work/=/product_id/BJ282880.html,https://future-digi.com/index.php?route=product/product&product_id=474,https://www.dlsite.com/books/work/=/product_id/BJ306585.html,,,,
152,FDA-038,NO,メス少年完ペキ恋愛論,Mesu Shounen Kanpeki Renairon,女裝少年完美戀愛論,茜新社,チンズリーナ,Chinzurena,2019-06-27,2021-05-28,https://www.dlsite.com/books/work/=/product_id/BJ199218.html,https://future-digi.com/index.php?route=product/product&product_id=475,https://www.dlsite.com/books/work/=/product_id/BJ306586.html,,,,
153,IAH-065,YES,こころのこり,Kokoronokori - The Regret,新婚妻的眷戀,GOT,伊藤エイト,Itou Eight,2021-04-29,2021-05-28,https://www.dlsite.com/books/work/=/product_id/BJ289079.html,https://future-digi.com/index.php?route=product/product&product_id=476,https://www.dlsite.com/books/work/=/product_id/BJ306584.html,https://exhentai.org/g/1953717/6e5c9e8167/,K4W1H0R53,未來數位DL,""
154,FDH-058,NO,先輩達との学園生活,Senpai-tachi to no Gakuen Seikatsu,與學姐們共度的學園性活,ヒット出版社,左橋レンヤ,Sabashi Renya,2021-05-04,2021-05-28,https://www.dlsite.com/books/work/=/product_id/BJ284854.html,https://future-digi.com/index.php?route=product/product&product_id=477,https://www.dlsite.com/books/work/=/product_id/BJ306582.html,https://exhentai.org/g/1875540/69f8fcad0e/,qq3870990,新視界,
155,FDA-039,NO,年上の少女はお好きですか？,Tosiuenosyouzyohaosukidesuka?,年上的少女你也很喜歡吧？,茜新社,大嘘,Oouso,2021-05-01,2021-07-08,https://www.dlsite.com/books/work/=/product_id/BJ291234.html,https://future-digi.com/index.php?route=product/product&product_id=478,,,,,电子版未在DLSITE销售
156,IAH-066,YES,蕩けるカラダは乙女色,Torokeru Karada wa Otomeiro,為愛融化乃乙女本色,GOT,常磐緑,Tokiwa Midori,2021-03-21,2021-06-18,https://www.dlsite.com/books/work/=/product_id/BJ286418.html,https://future-digi.com/index.php?route=product/product&product_id=479,,https://exhentai.org/g/1832787/eee4ff95f8/,篆儀通文書坊,日版扫本汉化,电子版未在DLSITE销售
157,IAH-067,YES,サキュバスカンパニー,Succubus Company,魅魔精源開發公司,GOT,ShiBi,ShiBi,2021-03-25,2021-06-18,https://www.dlsite.com/books/work/=/product_id/BJ286423.html,https://future-digi.com/index.php?route=product/product&product_id=480,,https://exhentai.org/g/1892753/6cd0be20ec/,無邪気漢化,日版DL汉化,电子版未在DLSITE销售
158,IAH-068,YES,瀛州迷花録,Eishuu Meikaroku,瀛洲迷花錄,GOT,腐蝕,Fushoku,2021-04-29,2021-07-08,https://www.dlsite.com/books/work/=/product_id/BJ289082.html,https://future-digi.com/index.php?route=product/product&product_id=481,,https://exhentai.org/g/1951160/52bcb8452c/,篆儀通文書坊,日版DL汉化,电子版未在DLSITE销售
159,FDH-060,NO,僕のママ活,Boku no Mama Katu,我的媽媽活,ヒット出版社,あずきこ,Azukiko,2021-05-26,2021-06-18,https://www.amazon.co.jp/%E5%83%95%E3%81%AE%E3%83%9E%E3%83%9E%E6%B4%BB-%E3%82%BB%E3%83%A9%E3%83%95%E3%82%A3%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E3%81%82%E3%81%9A%E3%81%8D%E3%81%93/dp/4894658631,https://future-digi.com/index.php?route=product/product&product_id=483,,https://exhentai.org/g/1967783/ef82728246/,artarsy,未來數位扫本,电子版未在DLSITE销售
160,FDH-059,NO,異世界転移した子供部屋おじさんがモテモテ主人公の取り巻き女全員をチ○ポ奴隷にしてやりました。,isekai Teni shita kodomobeya ozisan ga motemote syuzinkounotorimakionnazeninwochinpodoreinisiteyarimashita,異世界轉移的家裡蹲歐吉桑把帥哥勇者隊伍中的所有女性成員調教成為後宮奴隸了。,ヒット出版社,無洗米,Musenmai,2021-03-24,2021-06-18,http://www.hitpub.com/aun/contents/?p=1699,https://future-digi.com/index.php?route=product/product&product_id=484,,,,未來數位BW,截图
161,IAH-061,YES,アネットさんとリリアナさん,ANNET & LILIANA Shokaiban,安妮特與莉莉安娜 ～STANDARD EDITION～,GOT,葵渚,Aoi Nagisa,2020-06-30,2021-02-26,https://www.dlsite.com/books/work/=/product_id/BJ246478.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=451,,https://exhentai.org/g/1756708/e490fcf67c/,thunder工房,未來數位扫本,电子版未在DLSITE销售
162,IAH-025,NON-H,乙姫ダイバー 1,Otohime Diver 1,乙姬潛水士 第一集,ジーオーティー,袁藤沖人,Endou Okito,2018-11-14,2019-01-25,https://www.amazon.co.jp/%E3%80%90%E5%88%86%E5%86%8A%E7%89%88%E3%80%91%E4%B9%99%E5%A7%AB%E3%83%80%E3%82%A4%E3%83%90%E3%83%BC-1-MeDu-COMICS-%E8%A2%81%E8%97%A4%E6%B2%96%E4%BA%BA-ebook/dp/B07K65Z4KK,https://future-digi.com/index.php?route=product/product&path=70&product_id=282,,https://exhentai.org/g/1364095/b895d44987/,天鹅之恋,日版扫本汉化,电子版未在DLSITE销售
163,FDH-030,NO,コイワズライ,Koi Wazurai,愛戀相思病,ヒット出版社,稲戸せれれ,Inato Serere,2018-09-04,2018-09-27,https://www.dlsite.com/books/work/=/product_id/BJ158711.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=269,,https://exhentai.org/g/1261463/b6d70faba8/,"4K扫图组",新視界,未在DLSITE销售
164,FDA-005,YES,ツリメス,Tsurimesu,傲慾女子,茜新社,ともつか治臣,Tomotsuka Haruomi,2017-01-08,2016-10-14,https://www.dlsite.com/books/work/=/product_id/BJ100886.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=213,,https://exhentai.org/g/1076884/4f87118bea/,KEYLUN,新視界,电子版未在DLSITE销售
165,IAH-058,ARTBOOK,HOT LIMIT 2020,HOT LIMIT 2020,HOT LIMIT 2020 畫冊,GOT,GOT,GOT,2021-02-03,2021-03-26,https://www.dlsite.com/books/work/=/product_id/BJ266639.html,https://future-digi.com/index.php?route=product/product&product_id=448,,,,,电子版未在DLSITE销售
166,IAH-017,NON-H,ぱらのいあけ〜じ 1,Paranoia Cage 1,情色妄想象牙塔 1,GOT,クール教信者,Cool Kyou Shinja,2016-04-08,2017-04-06,https://www.dlsite.com/comic/work/=/product_id/BJ077398.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=231,https://www.dlsite.com/comic/work/=/product_id/BJ276878.html/?locale=zh_TW,,,,电子版未在DLSITE销售
167,FDA-040,NO,おっぱいな夏休み,Oppai na Natsuyasumi - Summer Vacation With Oppai,乳香四溢的暑假,茜新社,東野みかん,Higashino Mikan,2021-04-15,2021-07-30,https://www.dlsite.com/books/work/=/product_id/BJ288638.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=487,,,,,电子版未在DLSITE销售
168,IAH-069,YES,恋乳オーダー～おかわり～,Rennyu Order ~Refill~,戀乳私房特注～再來一份～,GOT,黒ノ樹,Kuronomiki,2021-04-29,2021-07-30,https://www.dlsite.com/books/work/=/product_id/BJ289080.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=488,,,,,电子版未在DLSITE销售
169,FDH-061,NO,ハーレムメイドのダメダメ・えっち,Haremu Meido No Damedame Etchi,我與後宮女僕們♥不可告人的情事,ヒット出版社,ハチゴ,Hachigo,2020-02-28,2021-07-30,https://www.dlsite.com/books/fsr/=/keyword_work_name/%22%E3%83%8F%E3%83%BC%E3%83%AC%E3%83%A0%E3%83%A1%E3%82%A4%E3%83%89%E3%81%AE%E3%83%80%E3%83%A1%E3%83%80%E3%83%A1+%E3%81%88%E3%81%A3%E3%81%A1%22+TITLE00058202/order/title_d/from/work.titles,https://future-digi.com/index.php?route=product/product&path=70&product_id=489,,,,,电子版未在DLSITE销售
170,WAN-001,NON-H,快楽ヒストリエ 1,Kairaku Historie 1,快樂天歷史漫談1,ワニマガジン社 ,火鳥,Hitori,2018-01-20,2020-08-25,https://www.dlsite.com/comic/work/=/product_id/BJ138581.html,https://future-digi.com/index.php?route=product/product&path=70_104&product_id=386,https://www.dlsite.com/comic/work/=/product_id/BJ287507.html,https://exhentai.org/g/1941334/603d85acbe/,tako_233,未來數位DL,
171,WAN-002,NON-H,快楽ヒストリエ 2,Kairaku Historie 1,快樂天歷史漫談2,ワニマガジン社 ,火鳥,Hitori,2018-12-21,2020-10-15,https://www.dlsite.com/comic/work/=/product_id/BJ177430.html,https://future-digi.com/index.php?route=product/product&path=70_104&product_id=403,https://www.dlsite.com/comic/work/=/product_id/BJ287508.html,https://exhentai.org/g/1941344/4a2ae64174/,tako_233,未來數位DL,
172,FDA-041,NO,故郷の珠婆様,Kokyou no Tama Baa-sama,故鄉的阿珠婆,茜新社,	毒茸人,Dokukinokojin,2021-07-01,2021-07-30,https://www.dlsite.com/books/work/=/product_id/BJ304900.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=490,,,,,电子版未在DLSITE销售
173,IAH-070,YES,若妻ざかり,Wakazuma Zakari,若妻花滿開,GOT,綾枷ちよこ,Ayakase Chiyoko,2019-04-25,2021-08-20,https://www.dlsite.com/books/work/=/product_id/BJ192453.html,,https://future-digi.com/index.php?route=product/product&path=70&product_id=493,https://exhentai.org/g/1402453/627a29e174/,"4K扫图组",新視界,
174,IAH-071,YES,Garden,Garden,Garden ＜戀乳花園＞ 特裝版,GOT,黒ノ樹,Kuronomiki,2021-05-27,2021-08-20,https://www.dlsite.com/books/work/=/product_id/BJ293909.html,https://future-digi.com/index.php?route=product/product&path=70&product_id=494,"",https://exhentai.org/g/1956895/7b0090d684/,篆儀通文書坊漢化,日版扫图,
